Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,67.470001,67.589996,66.260002,66.680000,65.689713,614600
2017-01-04,66.650002,67.800003,66.639999,67.720001,66.714272,612500
2017-01-05,67.489998,68.150002,67.239998,67.639999,66.635460,626300
2017-01-06,67.620003,68.809998,67.519997,68.459999,67.443283,615200
2017-01-09,68.370003,68.449997,67.330002,67.769997,66.763527,639900
2017-01-10,67.620003,67.870003,67.169998,67.199997,66.201988,833900
2017-01-11,67.190002,67.800003,66.889999,67.720001,66.714272,484100
2017-01-12,67.440002,67.550003,66.099998,67.400002,66.399025,502600
2017-01-13,67.330002,67.919998,67.239998,67.709999,66.704422,461000
2017-01-17,67.360001,67.680000,66.889999,66.989998,65.995110,908800
2017-01-18,66.709999,67.290001,66.620003,67.250000,66.251251,777600
2017-01-19,67.059998,67.339996,66.489998,67.059998,66.064079,625000
2017-01-20,67.300003,67.580002,66.839996,67.360001,66.359619,637800
2017-01-23,67.059998,67.680000,66.669998,67.320000,66.320213,629700
2017-01-24,67.230003,68.290001,66.849998,67.949997,66.940849,647000
2017-01-25,68.089996,68.449997,67.699997,68.339996,67.325066,613800
2017-01-26,68.500000,68.900002,68.279999,68.830002,67.807793,623600
2017-01-27,68.919998,68.930000,68.099998,68.360001,67.344772,727600
2017-01-30,68.040001,68.260002,67.430000,68.180000,67.167442,762800
2017-01-31,68.360001,70.610001,67.260002,70.540001,69.492393,1482700
2017-02-01,70.470001,71.889999,70.290001,70.750000,69.699272,1340600
2017-02-02,70.669998,71.209999,70.029999,70.669998,69.620461,829700
2017-02-03,71.000000,71.000000,70.040001,70.339996,69.295357,974200
2017-02-06,70.050003,70.309998,69.599998,69.739998,68.704269,869800
2017-02-07,69.980003,70.139999,68.930000,69.360001,68.329918,1371200
2017-02-08,69.300003,69.379997,68.620003,68.879997,67.857040,996000
2017-02-09,69.320000,69.470001,68.809998,69.099998,68.073776,557600
2017-02-10,69.110001,70.000000,69.080002,69.769997,68.733818,877600
2017-02-13,69.790001,70.860001,69.440002,70.699997,69.650017,840300
2017-02-14,70.699997,71.040001,70.500000,70.779999,69.728828,682600
2017-02-15,71.029999,71.629997,70.510002,71.250000,70.191856,877000
2017-02-16,71.330002,71.589996,70.720001,71.339996,70.280502,879400
2017-02-17,71.129997,71.650002,70.800003,71.510002,70.447983,2710400
2017-02-21,71.599998,71.860001,71.269997,71.370003,70.310059,973300
2017-02-22,71.239998,71.760002,71.059998,71.239998,70.181984,814700
2017-02-23,71.430000,71.730003,71.169998,71.449997,70.388878,547300
2017-02-24,71.080002,71.790001,71.050003,71.449997,70.388878,871800
2017-02-27,71.570000,71.570000,70.919998,71.150002,70.093338,767200
2017-02-28,71.180000,71.330002,70.690002,71.110001,70.053932,1356000
2017-03-01,72.000000,72.519997,71.809998,72.180000,71.108040,1293700
2017-03-02,72.180000,72.339996,71.150002,71.250000,70.191856,892900
2017-03-03,71.209999,71.580002,70.680000,71.089996,70.034218,1104100
2017-03-06,70.809998,71.559998,70.629997,71.360001,70.300209,877400
2017-03-07,71.440002,71.440002,70.730003,70.930000,69.876595,738700
2017-03-08,70.989998,71.330002,70.660004,70.730003,69.679573,827200
2017-03-09,71.040001,71.269997,70.709999,71.080002,70.024368,720800
2017-03-10,71.309998,71.570000,70.269997,70.959999,69.906158,1085200
2017-03-13,70.879997,71.019997,70.430000,70.779999,69.728828,1056200
2017-03-14,70.650002,70.940002,70.510002,70.709999,69.659866,691500
2017-03-15,70.690002,70.910004,70.360001,70.820000,70.085403,956000
2017-03-16,70.779999,71.260002,70.370003,71.160004,70.421890,1099200
2017-03-17,71.120003,71.459999,70.849998,70.879997,70.144783,1551600
2017-03-20,70.650002,71.029999,70.540001,70.769997,70.035919,632600
2017-03-21,71.050003,71.209999,69.690002,69.739998,69.016609,1142600
2017-03-22,69.809998,69.959999,69.389999,69.699997,68.977020,712700
2017-03-23,69.769997,70.220001,69.610001,69.730003,69.006714,839900
2017-03-24,69.919998,70.540001,69.680000,69.849998,69.125465,844700
2017-03-27,69.269997,69.400002,68.790001,69.010002,68.294189,525900
2017-03-28,68.980003,69.389999,68.599998,69.139999,68.422836,969400
2017-03-29,68.970001,69.010002,68.430000,68.669998,67.957703,601100
2017-03-30,68.699997,69.510002,68.519997,69.389999,68.670242,895000
2017-03-31,69.169998,69.639999,68.879997,69.449997,68.729614,900500
2017-04-03,69.279999,69.599998,68.830002,68.910004,68.195221,677800
2017-04-04,68.830002,68.940002,68.070000,68.629997,67.918121,800000
2017-04-05,69.019997,69.900002,68.550003,69.089996,68.373352,799700
2017-04-06,69.040001,69.639999,68.720001,69.129997,68.412933,538200
2017-04-07,68.769997,69.580002,68.739998,69.220001,68.502007,822300
2017-04-10,69.279999,69.709999,69.110001,69.360001,68.640556,676600
2017-04-11,69.070000,69.330002,68.510002,69.000000,68.284279,701700
2017-04-12,68.900002,68.910004,68.430000,68.680000,67.967606,685800
2017-04-13,68.580002,68.690002,67.919998,68.110001,67.403519,783400
2017-04-17,68.230003,69.099998,68.089996,69.080002,68.363457,597400
2017-04-18,68.809998,69.239998,68.430000,69.099998,68.383247,1041700
2017-04-19,69.419998,69.639999,69.070000,69.169998,68.452522,488600
2017-04-20,69.580002,70.209999,69.129997,70.120003,69.392670,685000
2017-04-21,69.970001,70.300003,69.660004,69.910004,69.184845,833600
2017-04-24,70.830002,70.989998,70.110001,70.449997,69.719238,1117200
2017-04-25,70.879997,70.970001,70.440002,70.529999,69.798416,760500
2017-04-26,70.220001,70.540001,68.930000,69.540001,68.818680,1873500
2017-04-27,69.419998,69.519997,68.279999,68.669998,67.957703,1561200
2017-04-28,68.650002,69.019997,68.360001,68.870003,68.155640,1026800
2017-05-01,69.239998,69.239998,68.430000,68.440002,67.730103,626700
2017-05-02,68.449997,68.639999,68.019997,68.360001,67.650925,570500
2017-05-03,68.339996,68.529999,67.279999,67.809998,67.106628,1213500
2017-05-04,68.099998,68.099998,67.300003,67.959999,67.255074,850000
2017-05-05,67.959999,68.070000,67.529999,67.910004,67.205597,579100
2017-05-08,67.900002,68.029999,66.739998,67.029999,66.334717,982800
2017-05-09,67.180000,67.400002,66.730003,66.750000,66.057625,1186400
2017-05-10,66.660004,66.820000,65.980003,66.750000,66.057625,984100
2017-05-11,66.750000,67.330002,66.279999,67.199997,66.502960,1359900
2017-05-12,67.010002,67.730003,66.970001,67.550003,66.849335,1067700
2017-05-15,67.440002,68.070000,67.440002,67.769997,67.067039,839600
2017-05-16,67.750000,67.839996,67.250000,67.370003,66.671196,766800
2017-05-17,66.769997,67.220001,66.620003,66.730003,66.037834,827400
2017-05-18,66.739998,66.930000,65.980003,66.739998,66.047722,1411900
2017-05-19,66.790001,67.510002,66.610001,67.440002,66.740463,937500
2017-05-22,67.699997,67.989998,67.370003,67.910004,67.205597,685300
2017-05-23,67.970001,68.139999,67.680000,67.930000,67.225388,427500
2017-05-24,68.160004,68.320000,67.660004,67.669998,66.968079,542500
2017-05-25,67.669998,68.330002,67.620003,68.190002,67.482689,411400
2017-05-26,68.150002,68.300003,67.540001,67.580002,66.879021,561600
2017-05-30,67.480003,67.709999,67.199997,67.419998,66.720673,618900
2017-05-31,67.680000,68.059998,67.290001,67.650002,66.948288,1148300
2017-06-01,68.050003,68.129997,67.379997,67.870003,67.166008,699400
2017-06-02,68.019997,68.019997,67.370003,67.500000,66.799850,521800
2017-06-05,67.510002,68.480003,67.510002,67.870003,67.166008,605100
2017-06-06,67.720001,68.320000,67.500000,68.260002,67.551964,630000
2017-06-07,68.540001,69.650002,68.349998,69.599998,68.878059,857500
2017-06-08,69.610001,70.489998,69.610001,70.209999,69.481728,977000
2017-06-09,70.809998,70.809998,70.279999,70.540001,69.808319,1120700
2017-06-12,70.459999,70.879997,70.309998,70.400002,69.669762,1020100
2017-06-13,70.480003,71.930000,70.480003,71.489998,70.748459,932600
2017-06-14,71.040001,71.419998,70.860001,71.050003,70.688766,1438800
2017-06-15,70.870003,71.050003,70.550003,70.949997,70.589264,1296300
2017-06-16,70.540001,71.190002,70.540001,71.160004,70.798210,1309300
2017-06-19,71.410004,71.449997,70.970001,71.139999,70.778305,861100
2017-06-20,70.949997,71.040001,70.169998,70.269997,69.912727,875500
2017-06-21,70.400002,70.430000,69.570000,69.760002,69.405319,628300
2017-06-22,69.760002,69.870003,69.449997,69.529999,69.176491,418900
2017-06-23,69.669998,69.959999,69.580002,69.860001,69.504814,898000
2017-06-26,69.930000,70.379997,69.809998,70.300003,69.942581,818800
2017-06-27,70.370003,70.970001,70.300003,70.680000,70.320641,582500
2017-06-28,70.940002,71.839996,70.790001,71.629997,71.265808,691800
2017-06-29,72.000000,72.139999,71.250000,71.540001,71.176270,764300
2017-06-30,71.580002,71.959999,71.480003,71.489998,71.126526,651200
2017-07-03,71.510002,72.279999,71.489998,71.650002,71.285713,473300
2017-07-05,71.690002,72.139999,71.540001,71.680000,71.315559,927300
2017-07-06,71.540001,71.669998,71.160004,71.260002,70.897697,629100
2017-07-07,71.400002,71.779999,70.940002,71.629997,71.265808,612500
2017-07-10,71.519997,71.830002,71.320000,71.339996,70.977287,462000
2017-07-11,71.300003,71.790001,71.000000,71.199997,70.837997,980100
2017-07-12,71.169998,71.519997,70.930000,71.330002,70.967339,556600
2017-07-13,71.500000,71.879997,71.269997,71.540001,71.176270,640900
2017-07-14,71.309998,71.680000,70.660004,71.059998,70.698708,508600
2017-07-17,71.019997,71.800003,70.730003,71.489998,71.126526,902100
2017-07-18,71.360001,71.790001,71.070000,71.699997,71.335457,562200
2017-07-19,71.699997,71.879997,71.400002,71.809998,71.444893,526400
2017-07-20,71.820000,72.150002,71.709999,72.019997,71.653824,590600
2017-07-21,71.949997,72.790001,71.949997,72.739998,72.370171,846300
2017-07-24,72.389999,72.769997,72.389999,72.639999,72.270676,485600
2017-07-25,73.029999,73.349998,72.570000,72.739998,72.370171,780900
2017-07-26,69.760002,74.529999,69.519997,74.449997,74.071472,987600
2017-07-27,74.500000,75.230003,73.699997,74.330002,73.952087,1269000
2017-07-28,74.320000,74.739998,74.110001,74.370003,73.991882,518300
2017-07-31,74.449997,74.650002,74.269997,74.370003,73.991882,646700
2017-08-01,74.430000,74.820000,74.110001,74.779999,74.399796,708500
2017-08-02,74.760002,74.919998,74.379997,74.669998,74.290352,388100
2017-08-03,74.589996,75.269997,74.529999,75.089996,74.708221,558200
2017-08-04,75.500000,75.680000,74.940002,75.110001,74.728119,771500
2017-08-07,75.269997,75.559998,74.980003,75.010002,74.628632,483800
2017-08-08,75.089996,75.389999,74.970001,75.250000,74.867409,420500
2017-08-09,74.839996,76.279999,74.680000,76.250000,75.862328,577700
2017-08-10,76.029999,76.790001,75.589996,75.919998,75.533997,750700
2017-08-11,76.160004,76.379997,75.410004,75.500000,75.116135,673600
2017-08-14,75.959999,76.910004,75.940002,76.800003,76.409531,706500
2017-08-15,77.089996,77.199997,76.830002,77.000000,76.608513,782600
2017-08-16,77.300003,77.750000,77.029999,77.120003,76.727905,601700
2017-08-17,77.050003,77.440002,76.190002,76.279999,75.892174,560100
2017-08-18,76.129997,76.199997,74.620003,74.910004,74.529144,1542000
2017-08-21,74.900002,75.440002,74.669998,75.290001,74.907204,942500
2017-08-22,75.580002,76.669998,75.419998,76.440002,76.051361,693800
2017-08-23,76.129997,76.129997,75.610001,75.690002,75.305176,690200
2017-08-24,75.900002,75.900002,74.910004,74.940002,74.558990,854600
2017-08-25,75.250000,76.150002,75.250000,75.750000,75.364868,560400
2017-08-28,76.000000,76.150002,75.379997,75.629997,75.245476,546200
2017-08-29,75.129997,75.379997,74.870003,75.209999,74.827614,766300
2017-08-30,75.150002,75.529999,75.050003,75.080002,74.698273,585800
2017-08-31,75.169998,75.760002,75.169998,75.379997,74.996742,586700
2017-09-01,75.480003,75.690002,75.190002,75.370003,74.986801,550400
2017-09-05,75.370003,75.370003,73.699997,74.379997,74.001831,1049900
2017-09-06,74.639999,75.080002,74.150002,74.190002,73.812798,799500
2017-09-07,74.220001,74.349998,73.349998,73.720001,73.345192,1098100
2017-09-08,73.750000,74.750000,73.750000,74.349998,73.971985,842800
2017-09-11,74.639999,75.160004,74.059998,74.169998,73.792900,1443700
2017-09-12,73.900002,75.040001,73.769997,75.029999,74.648529,536400
2017-09-13,74.910004,75.089996,74.500000,74.739998,74.360001,644900
2017-09-14,74.339996,74.739998,74.300003,74.699997,74.699997,1198300
2017-09-15,74.730003,75.199997,74.410004,74.750000,74.750000,1423300
2017-09-18,74.809998,75.279999,74.610001,75.089996,75.089996,973700
2017-09-19,75.279999,76.440002,75.269997,76.320000,76.320000,882400
2017-09-20,75.889999,76.889999,75.660004,76.739998,76.739998,1076600
2017-09-21,76.830002,76.830002,75.379997,76.099998,76.099998,846300
2017-09-22,76.080002,76.669998,75.910004,76.419998,76.419998,473800
2017-09-25,76.430000,77.150002,75.900002,77.120003,77.120003,886300
2017-09-26,77.470001,77.500000,76.330002,76.370003,76.370003,519600
2017-09-27,76.860001,77.459999,76.699997,77.129997,77.129997,577800
2017-09-28,77.099998,78.309998,76.980003,77.629997,77.629997,699900
2017-09-29,77.570000,77.830002,77.010002,77.570000,77.570000,572700
2017-10-02,77.669998,77.820000,77.150002,77.790001,77.790001,693100
2017-10-03,77.620003,78.000000,77.150002,77.750000,77.750000,856900
2017-10-04,77.540001,77.650002,77.110001,77.570000,77.570000,678600
2017-10-05,77.730003,78.070000,77.419998,77.650002,77.650002,708200
2017-10-06,77.730003,77.849998,73.709999,73.900002,73.900002,2600800
2017-10-09,73.500000,75.300003,73.430000,74.500000,74.500000,2026200
2017-10-10,74.339996,74.790001,73.639999,74.559998,74.559998,1245300
2017-10-11,74.660004,75.690002,74.379997,75.629997,75.629997,1368500
2017-10-12,75.709999,75.750000,74.720001,74.910004,74.910004,1308300
2017-10-13,74.800003,74.949997,74.099998,74.339996,74.339996,1148700
